timestamp,UpperRes_min,UpperRes_max,UpperRes_penalty,LowerRes_min,LowerRes_max,LowerRes_penalty
2025-02-02 17:00:00,2.533766158723595,9.0,50.0,4.0,16.0,50.0
2025-02-02 18:00:00,2.534372558280979,9.0,50.0,4.0,16.0,50.0
2025-02-02 19:00:00,2.534978682925124,9.0,50.0,4.0,16.0,50.0
2025-02-02 20:00:00,2.5355845323442048,9.0,50.0,4.0,16.0,50.0
2025-02-02 21:00:00,2.536190106226535,9.0,50.0,4.0,16.0,50.0
2025-02-02 22:00:00,2.5367954042605714,9.0,50.0,4.0,16.0,50.0
2025-02-02 23:00:00,2.537400426134913,9.0,50.0,4.0,16.0,50.0
2025-02-03 00:00:00,2.5380051715382996,9.0,50.0,4.0,16.0,50.0
2025-02-03 01:00:00,2.5386096401596143,9.0,50.0,4.0,16.0,50.0
2025-02-03 02:00:00,2.5392138316878823,9.0,50.0,4.0,16.0,50.0
2025-02-03 03:00:00,2.539817745812271,9.0,50.0,4.0,16.0,50.0
2025-02-03 04:00:00,2.540421382222091,9.0,50.0,4.0,16.0,50.0
2025-02-03 05:00:00,2.5410247406067956,9.0,50.0,4.0,16.0,50.0
2025-02-03 06:00:00,2.5416278206559815,9.0,50.0,4.0,16.0,50.0
2025-02-03 07:00:00,2.542230622059387,9.0,50.0,4.0,16.0,50.0
2025-02-03 08:00:00,2.542833144506897,9.0,50.0,4.0,16.0,50.0
2025-02-03 09:00:00,2.543435387688536,9.0,50.0,4.0,16.0,50.0
2025-02-03 10:00:00,2.5440373512944747,9.0,50.0,4.0,16.0,50.0
2025-02-03 11:00:00,2.544639035015027,9.0,50.0,4.0,16.0,50.0
2025-02-03 12:00:00,2.545240438540651,9.0,50.0,4.0,16.0,50.0
2025-02-03 13:00:00,2.5458415615619483,9.0,50.0,4.0,16.0,50.0
2025-02-03 14:00:00,2.5464424037696656,9.0,50.0,4.0,16.0,50.0
2025-02-03 15:00:00,2.5470429648546933,9.0,50.0,4.0,16.0,50.0
2025-02-03 16:00:00,2.5476432445080675,9.0,50.0,4.0,16.0,50.0
2025-02-03 17:00:00,2.5482432424209676,9.0,50.0,4.0,16.0,50.0
2025-02-03 18:00:00,2.548842958284719,9.0,50.0,4.0,16.0,50.0
2025-02-03 19:00:00,2.5494423917907927,9.0,50.0,4.0,16.0,50.0
2025-02-03 20:00:00,2.5500415426308027,9.0,50.0,4.0,16.0,50.0
2025-02-03 21:00:00,2.5506404104965115,9.0,50.0,4.0,16.0,50.0
2025-02-03 22:00:00,2.5512389950798244,9.0,50.0,4.0,16.0,50.0
2025-02-03 23:00:00,2.5518372960727946,9.0,50.0,4.0,16.0,50.0
2025-02-04 00:00:00,2.55243531316762,9.0,50.0,4.0,16.0,50.0
2025-02-04 01:00:00,2.553033046056644,9.0,50.0,4.0,16.0,50.0
2025-02-04 02:00:00,2.553630494432358,9.0,50.0,4.0,16.0,50.0
2025-02-04 03:00:00,2.5542276579873984,9.0,50.0,4.0,16.0,50.0
2025-02-04 04:00:00,2.5548245364145483,9.0,50.0,4.0,16.0,50.0
2025-02-04 05:00:00,2.555421129406738,9.0,50.0,4.0,16.0,50.0
2025-02-04 06:00:00,2.5560174366570445,9.0,50.0,4.0,16.0,50.0
2025-02-04 07:00:00,2.5566134578586914,9.0,50.0,4.0,16.0,50.0
2025-02-04 08:00:00,2.5572091927050495,9.0,50.0,4.0,16.0,50.0
2025-02-04 09:00:00,2.5578046408896378,9.0,50.0,4.0,16.0,50.0
2025-02-04 10:00:00,2.558399802106121,9.0,50.0,4.0,16.0,50.0
2025-02-04 11:00:00,2.5589946760483135,9.0,50.0,4.0,16.0,50.0
2025-02-04 12:00:00,2.5595892624101766,9.0,50.0,4.0,16.0,50.0
2025-02-04 13:00:00,2.560183560885819,9.0,50.0,4.0,16.0,50.0
2025-02-04 14:00:00,2.560777571169498,9.0,50.0,4.0,16.0,50.0
2025-02-04 15:00:00,2.561371292955619,9.0,50.0,4.0,16.0,50.0
2025-02-04 16:00:00,2.5619647259387364,9.0,50.0,4.0,16.0,50.0
2025-02-04 17:00:00,2.5625578698135527,9.0,50.0,4.0,16.0,50.0
2025-02-04 18:00:00,2.5631507242749185,9.0,50.0,4.0,16.0,50.0
2025-02-04 19:00:00,2.563743289017835,9.0,50.0,4.0,16.0,50.0
2025-02-04 20:00:00,2.5643355637374508,9.0,50.0,4.0,16.0,50.0
2025-02-04 21:00:00,2.5649275481290643,9.0,50.0,4.0,16.0,50.0
2025-02-04 22:00:00,2.5655192418881234,9.0,50.0,4.0,16.0,50.0
2025-02-04 23:00:00,2.5661106447102258,9.0,50.0,4.0,16.0,50.0
2025-02-05 00:00:00,2.566701756291118,9.0,50.0,4.0,16.0,50.0
2025-02-05 01:00:00,2.5672925763266963,9.0,50.0,4.0,16.0,50.0
2025-02-05 02:00:00,2.5678831045130086,9.0,50.0,4.0,16.0,50.0
2025-02-05 03:00:00,2.568473340546251,9.0,50.0,4.0,16.0,50.0
2025-02-05 04:00:00,2.5690632841227714,9.0,50.0,4.0,16.0,50.0
2025-02-05 05:00:00,2.5696529349390675,9.0,50.0,4.0,16.0,50.0
2025-02-05 06:00:00,2.570242292691787,9.0,50.0,4.0,16.0,50.0
2025-02-05 07:00:00,2.5708313570777293,9.0,50.0,4.0,16.0,50.0
2025-02-05 08:00:00,2.5714201277938447,9.0,50.0,4.0,16.0,50.0
2025-02-05 09:00:00,2.5720086045372335,9.0,50.0,4.0,16.0,50.0
2025-02-05 10:00:00,2.572596787005149,9.0,50.0,4.0,16.0,50.0
2025-02-05 11:00:00,2.5731846748949945,9.0,50.0,4.0,16.0,50.0
2025-02-05 12:00:00,2.573772267904325,9.0,50.0,4.0,16.0,50.0
2025-02-05 13:00:00,2.5743595657308473,9.0,50.0,4.0,16.0,50.0
2025-02-05 14:00:00,2.5749465680724213,9.0,50.0,4.0,16.0,50.0
2025-02-05 15:00:00,2.575533274627057,9.0,50.0,4.0,16.0,50.0
2025-02-05 16:00:00,2.5761196850929178,9.0,50.0,4.0,16.0,50.0
2025-02-05 17:00:00,2.576705799168318,9.0,50.0,4.0,16.0,50.0
2025-02-05 18:00:00,2.5772916165517272,9.0,50.0,4.0,16.0,50.0
2025-02-05 19:00:00,2.5778771369417646,9.0,50.0,4.0,16.0,50.0
2025-02-05 20:00:00,2.578462360037204,9.0,50.0,4.0,16.0,50.0
2025-02-05 21:00:00,2.5790472855369715,9.0,50.0,4.0,16.0,50.0
2025-02-05 22:00:00,2.579631913140146,9.0,50.0,4.0,16.0,50.0
2025-02-05 23:00:00,2.5802162425459607,9.0,50.0,4.0,16.0,50.0
2025-02-06 00:00:00,2.580800273453801,9.0,50.0,4.0,16.0,50.0
2025-02-06 01:00:00,2.5813840055632067,9.0,50.0,4.0,16.0,50.0
2025-02-06 02:00:00,2.581967438573871,9.0,50.0,4.0,16.0,50.0
2025-02-06 03:00:00,2.582550572185641,9.0,50.0,4.0,16.0,50.0
2025-02-06 04:00:00,2.583133406098518,9.0,50.0,4.0,16.0,50.0
2025-02-06 05:00:00,2.5837159400126573,9.0,50.0,4.0,16.0,50.0
2025-02-06 06:00:00,2.5842981736283686,9.0,50.0,4.0,16.0,50.0
2025-02-06 07:00:00,2.5848801066461156,9.0,50.0,4.0,16.0,50.0
2025-02-06 08:00:00,2.5854617387665177,9.0,50.0,4.0,16.0,50.0
2025-02-06 09:00:00,2.5860430696903487,9.0,50.0,4.0,16.0,50.0
2025-02-06 10:00:00,2.586624099118536,9.0,50.0,4.0,16.0,50.0
2025-02-06 11:00:00,2.587204826752165,9.0,50.0,4.0,16.0,50.0
2025-02-06 12:00:00,2.5877852522924734,9.0,50.0,4.0,16.0,50.0
2025-02-06 13:00:00,2.5883653754408553,9.0,50.0,4.0,16.0,50.0
2025-02-06 14:00:00,2.5889451958988614,9.0,50.0,4.0,16.0,50.0
2025-02-06 15:00:00,2.5895247133681973,9.0,50.0,4.0,16.0,50.0
2025-02-06 16:00:00,2.5901039275507247,9.0,50.0,4.0,16.0,50.0
2025-02-06 17:00:00,2.59068283814846,9.0,50.0,4.0,16.0,50.0
2025-02-06 18:00:00,2.5912614448635782,9.0,50.0,4.0,16.0,50.0
2025-02-06 19:00:00,2.5918397473984087,9.0,50.0,4.0,16.0,50.0
2025-02-06 20:00:00,2.5924177454554385,9.0,50.0,4.0,16.0,50.0
2025-02-06 21:00:00,2.59299543873731,9.0,50.0,4.0,16.0,50.0
2025-02-06 22:00:00,2.593572826946824,9.0,50.0,4.0,16.0,50.0
2025-02-06 23:00:00,2.594149909786937,9.0,50.0,4.0,16.0,50.0
2025-02-07 00:00:00,2.5947266869607635,9.0,50.0,4.0,16.0,50.0
2025-02-07 01:00:00,2.595303158171574,9.0,50.0,4.0,16.0,50.0
2025-02-07 02:00:00,2.595879323122798,9.0,50.0,4.0,16.0,50.0
2025-02-07 03:00:00,2.5964551815180212,9.0,50.0,4.0,16.0,50.0
2025-02-07 04:00:00,2.5970307330609876,9.0,50.0,4.0,16.0,50.0
2025-02-07 05:00:00,2.5976059774555997,9.0,50.0,4.0,16.0,50.0
2025-02-07 06:00:00,2.5981809144059165,9.0,50.0,4.0,16.0,50.0
2025-02-07 07:00:00,2.5987555436161562,9.0,50.0,4.0,16.0,50.0
2025-02-07 08:00:00,2.5993298647906955,9.0,50.0,4.0,16.0,50.0
2025-02-07 09:00:00,2.599903877634069,9.0,50.0,4.0,16.0,50.0
2025-02-07 10:00:00,2.6004775818509698,9.0,50.0,4.0,16.0,50.0
2025-02-07 11:00:00,2.601050977146251,9.0,50.0,4.0,16.0,50.0
2025-02-07 12:00:00,2.6016240632249223,9.0,50.0,4.0,16.0,50.0
2025-02-07 13:00:00,2.602196839792155,9.0,50.0,4.0,16.0,50.0
2025-02-07 14:00:00,2.602769306553279,9.0,50.0,4.0,16.0,50.0
2025-02-07 15:00:00,2.603341463213782,9.0,50.0,4.0,16.0,50.0
2025-02-07 16:00:00,2.6039133094793123,9.0,50.0,4.0,16.0,50.0
2025-02-07 17:00:00,2.604484845055679,9.0,50.0,4.0,16.0,50.0
2025-02-07 18:00:00,2.605056069648849,9.0,50.0,4.0,16.0,50.0
2025-02-07 19:00:00,2.6056269829649508,9.0,50.0,4.0,16.0,50.0
2025-02-07 20:00:00,2.606197584710272,9.0,50.0,4.0,16.0,50.0
2025-02-07 21:00:00,2.6067678745912612,9.0,50.0,4.0,16.0,50.0
2025-02-07 22:00:00,2.6073378523145267,9.0,50.0,4.0,16.0,50.0
2025-02-07 23:00:00,2.6079075175868383,9.0,50.0,4.0,16.0,50.0
2025-02-08 00:00:00,2.608476870115126,9.0,50.0,4.0,16.0,50.0
2025-02-08 01:00:00,2.609045909606481,9.0,50.0,4.0,16.0,50.0
2025-02-08 02:00:00,2.6096146357681542,9.0,50.0,4.0,16.0,50.0
2025-02-08 03:00:00,2.6101830483075603,9.0,50.0,4.0,16.0,50.0
2025-02-08 04:00:00,2.610751146932273,9.0,50.0,4.0,16.0,50.0
2025-02-08 05:00:00,2.6113189313500285,9.0,50.0,4.0,16.0,50.0
2025-02-08 06:00:00,2.611886401268724,9.0,50.0,4.0,16.0,50.0
2025-02-08 07:00:00,2.6124535563964204,9.0,50.0,4.0,16.0,50.0
2025-02-08 08:00:00,2.613020396441338,9.0,50.0,4.0,16.0,50.0
2025-02-08 09:00:00,2.6135869211118603,9.0,50.0,4.0,16.0,50.0
2025-02-08 10:00:00,2.6141531301165335,9.0,50.0,4.0,16.0,50.0
2025-02-08 11:00:00,2.614719023164066,9.0,50.0,4.0,16.0,50.0
2025-02-08 12:00:00,2.615284599963328,9.0,50.0,4.0,16.0,50.0
2025-02-08 13:00:00,2.615849860223353,9.0,50.0,4.0,16.0,50.0
2025-02-08 14:00:00,2.6164148036533375,9.0,50.0,4.0,16.0,50.0
2025-02-08 15:00:00,2.6169794299626403,9.0,50.0,4.0,16.0,50.0
2025-02-08 16:00:00,2.617543738860785,9.0,50.0,4.0,16.0,50.0
2025-02-08 17:00:00,2.6181077300574565,9.0,50.0,4.0,16.0,50.0
2025-02-08 18:00:00,2.6186714032625034,9.0,50.0,4.0,16.0,50.0
2025-02-08 19:00:00,2.6192347581859394,9.0,50.0,4.0,16.0,50.0
2025-02-08 20:00:00,2.6197977945379405,9.0,50.0,4.0,16.0,50.0
2025-02-08 21:00:00,2.6203605120288476,9.0,50.0,4.0,16.0,50.0
2025-02-08 22:00:00,2.6209229103691642,9.0,50.0,4.0,16.0,50.0
2025-02-08 23:00:00,2.62148498926956,9.0,50.0,4.0,16.0,50.0
2025-02-09 00:00:00,2.6220467484408676,9.0,50.0,4.0,16.0,50.0
2025-02-09 01:00:00,2.622608187594084,9.0,50.0,4.0,16.0,50.0
2025-02-09 02:00:00,2.6231693064403716,9.0,50.0,4.0,16.0,50.0
2025-02-09 03:00:00,2.6237301046910573,9.0,50.0,4.0,16.0,50.0
2025-02-09 04:00:00,2.6242905820576325,9.0,50.0,4.0,16.0,50.0
2025-02-09 05:00:00,2.624850738251755,9.0,50.0,4.0,16.0,50.0
2025-02-09 06:00:00,2.6254105729852464,9.0,50.0,4.0,16.0,50.0
2025-02-09 07:00:00,2.625970085970094,9.0,50.0,4.0,16.0,50.0
2025-02-09 08:00:00,2.6265292769184505,9.0,50.0,4.0,16.0,50.0
2025-02-09 09:00:00,2.627088145542636,9.0,50.0,4.0,16.0,50.0
2025-02-09 10:00:00,2.6276466915551335,9.0,50.0,4.0,16.0,50.0
2025-02-09 11:00:00,2.628204914668594,9.0,50.0,4.0,16.0,50.0
2025-02-09 12:00:00,2.6287628145958344,9.0,50.0,4.0,16.0,50.0
2025-02-09 13:00:00,2.6293203910498373,9.0,50.0,4.0,16.0,50.0
2025-02-09 14:00:00,2.629877643743752,9.0,50.0,4.0,16.0,50.0
2025-02-09 15:00:00,2.630434572390895,9.0,50.0,4.0,16.0,50.0
2025-02-09 16:00:00,2.6309911767047476,9.0,50.0,4.0,16.0,50.0
2025-02-09 17:00:00,2.63154745639896,9.0,50.0,4.0,16.0,50.0
2025-02-09 18:00:00,2.632103411187349,9.0,50.0,4.0,16.0,50.0
2025-02-09 19:00:00,2.632659040783897,9.0,50.0,4.0,16.0,50.0
2025-02-09 20:00:00,2.633214344902756,9.0,50.0,4.0,16.0,50.0
2025-02-09 21:00:00,2.6337693232582433,9.0,50.0,4.0,16.0,50.0
2025-02-09 22:00:00,2.634323975564846,9.0,50.0,4.0,16.0,50.0
2025-02-09 23:00:00,2.6348783015372166,9.0,50.0,4.0,16.0,50.0
2025-02-10 00:00:00,2.6354323008901774,9.0,50.0,4.0,16.0,50.0
2025-02-10 01:00:00,2.635985973338718,9.0,50.0,4.0,16.0,50.0
2025-02-10 02:00:00,2.636539318597995,9.0,50.0,4.0,16.0,50.0
2025-02-10 03:00:00,2.6370923363833363,9.0,50.0,4.0,16.0,50.0
2025-02-10 04:00:00,2.637645026410235,9.0,50.0,4.0,16.0,50.0
2025-02-10 05:00:00,2.6381973883943544,9.0,50.0,4.0,16.0,50.0
2025-02-10 06:00:00,2.638749422051527,9.0,50.0,4.0,16.0,50.0
2025-02-10 07:00:00,2.6393011270977533,9.0,50.0,4.0,16.0,50.0
2025-02-10 08:00:00,2.6398525032492035,9.0,50.0,4.0,16.0,50.0
2025-02-10 09:00:00,2.6404035502222163,9.0,50.0,4.0,16.0,50.0
2025-02-10 10:00:00,2.6409542677333,9.0,50.0,4.0,16.0,50.0
2025-02-10 11:00:00,2.6415046554991335,9.0,50.0,4.0,16.0,50.0
2025-02-10 12:00:00,2.6420547132365635,9.0,50.0,4.0,16.0,50.0
2025-02-10 13:00:00,2.6426044406626077,9.0,50.0,4.0,16.0,50.0
2025-02-10 14:00:00,2.643153837494453,9.0,50.0,4.0,16.0,50.0
2025-02-10 15:00:00,2.6437029034494572,9.0,50.0,4.0,16.0,50.0
2025-02-10 16:00:00,2.644251638245148,9.0,50.0,4.0,16.0,50.0
2025-02-10 17:00:00,2.6448000415992223,9.0,50.0,4.0,16.0,50.0
2025-02-10 18:00:00,2.6453481132295504,9.0,50.0,4.0,16.0,50.0
2025-02-10 19:00:00,2.64589585285417,9.0,50.0,4.0,16.0,50.0
2025-02-10 20:00:00,2.6464432601912913,9.0,50.0,4.0,16.0,50.0
2025-02-10 21:00:00,2.6469903349592956,9.0,50.0,4.0,16.0,50.0
2025-02-10 22:00:00,2.6475370768767346,9.0,50.0,4.0,16.0,50.0
2025-02-10 23:00:00,2.648083485662332,9.0,50.0,4.0,16.0,50.0
2025-02-11 00:00:00,2.6486295610349817,9.0,50.0,4.0,16.0,50.0
2025-02-11 01:00:00,2.6491753027137497,9.0,50.0,4.0,16.0,50.0
2025-02-11 02:00:00,2.649720710417875,9.0,50.0,4.0,16.0,50.0
2025-02-11 03:00:00,2.650265783866766,9.0,50.0,4.0,16.0,50.0
2025-02-11 04:00:00,2.6508105227800045,9.0,50.0,4.0,16.0,50.0
2025-02-11 05:00:00,2.651354926877345,9.0,50.0,4.0,16.0,50.0
2025-02-11 06:00:00,2.6518989958787125,9.0,50.0,4.0,16.0,50.0
2025-02-11 07:00:00,2.652442729504206,9.0,50.0,4.0,16.0,50.0
2025-02-11 08:00:00,2.6529861274740956,9.0,50.0,4.0,16.0,50.0
2025-02-11 09:00:00,2.6535291895088258,9.0,50.0,4.0,16.0,50.0
2025-02-11 10:00:00,2.654071915329012,9.0,50.0,4.0,16.0,50.0
2025-02-11 11:00:00,2.6546143046554445,9.0,50.0,4.0,16.0,50.0
2025-02-11 12:00:00,2.6551563572090853,9.0,50.0,4.0,16.0,50.0
2025-02-11 13:00:00,2.6556980727110697,9.0,50.0,4.0,16.0,50.0
2025-02-11 14:00:00,2.6562394508827074,9.0,50.0,4.0,16.0,50.0
2025-02-11 15:00:00,2.656780491445481,9.0,50.0,4.0,16.0,50.0
2025-02-11 16:00:00,2.657321194121047,9.0,50.0,4.0,16.0,50.0
2025-02-11 17:00:00,2.6578615586312346,9.0,50.0,4.0,16.0,50.0
2025-02-11 18:00:00,2.6584015846980487,9.0,50.0,4.0,16.0,50.0
2025-02-11 19:00:00,2.658941272043668,9.0,50.0,4.0,16.0,50.0
2025-02-11 20:00:00,2.659480620390444,9.0,50.0,4.0,16.0,50.0
2025-02-11 21:00:00,2.6600196294609044,9.0,50.0,4.0,16.0,50.0
2025-02-11 22:00:00,2.66055829897775,9.0,50.0,4.0,16.0,50.0
2025-02-11 23:00:00,2.661096628663858,9.0,50.0,4.0,16.0,50.0
2025-02-12 00:00:00,2.661634618242278,9.0,50.0,4.0,16.0,50.0
2025-02-12 01:00:00,2.662172267436237,9.0,50.0,4.0,16.0,50.0
2025-02-12 02:00:00,2.662709575969136,9.0,50.0,4.0,16.0,50.0
2025-02-12 03:00:00,2.6632465435645507,9.0,50.0,4.0,16.0,50.0
2025-02-12 04:00:00,2.6637831699462335,9.0,50.0,4.0,16.0,50.0
2025-02-12 05:00:00,2.664319454838111,9.0,50.0,4.0,16.0,50.0
2025-02-12 06:00:00,2.6648553979642866,9.0,50.0,4.0,16.0,50.0
2025-02-12 07:00:00,2.6653909990490385,9.0,50.0,4.0,16.0,50.0
2025-02-12 08:00:00,2.6659262578168224,9.0,50.0,4.0,16.0,50.0
2025-02-12 09:00:00,2.6664611739922686,9.0,50.0,4.0,16.0,50.0
2025-02-12 10:00:00,2.666995747300184,9.0,50.0,4.0,16.0,50.0
2025-02-12 11:00:00,2.667529977465552,9.0,50.0,4.0,16.0,50.0
2025-02-12 12:00:00,2.6680638642135337,9.0,50.0,4.0,16.0,50.0
2025-02-12 13:00:00,2.6685974072694645,9.0,50.0,4.0,16.0,50.0
2025-02-12 14:00:00,2.6691306063588582,9.0,50.0,4.0,16.0,50.0
2025-02-12 15:00:00,2.6696634612074055,9.0,50.0,4.0,16.0,50.0
2025-02-12 16:00:00,2.6701959715409744,9.0,50.0,4.0,16.0,50.0
2025-02-12 17:00:00,2.670728137085609,9.0,50.0,4.0,16.0,50.0
2025-02-12 18:00:00,2.6712599575675315,9.0,50.0,4.0,16.0,50.0
2025-02-12 19:00:00,2.671791432713142,9.0,50.0,4.0,16.0,50.0
2025-02-12 20:00:00,2.6723225622490174,9.0,50.0,4.0,16.0,50.0
2025-02-12 21:00:00,2.6728533459019137,9.0,50.0,4.0,16.0,50.0
2025-02-12 22:00:00,2.673383783398763,9.0,50.0,4.0,16.0,50.0
2025-02-12 23:00:00,2.6739138744666775,9.0,50.0,4.0,16.0,50.0
2025-02-13 00:00:00,2.6744436188329455,9.0,50.0,4.0,16.0,50.0
2025-02-13 01:00:00,2.6749730162250356,9.0,50.0,4.0,16.0,50.0
2025-02-13 02:00:00,2.6755020663705937,9.0,50.0,4.0,16.0,50.0
2025-02-13 03:00:00,2.676030768997445,9.0,50.0,4.0,16.0,50.0
2025-02-13 04:00:00,2.676559123833593,9.0,50.0,4.0,16.0,50.0
2025-02-13 05:00:00,2.6770871306072204,9.0,50.0,4.0,16.0,50.0
2025-02-13 06:00:00,2.677614789046689,9.0,50.0,4.0,16.0,50.0
2025-02-13 07:00:00,2.6781420988805396,9.0,50.0,4.0,16.0,50.0
2025-02-13 08:00:00,2.6786690598374925,9.0,50.0,4.0,16.0,50.0
2025-02-13 09:00:00,2.679195671646447,9.0,50.0,4.0,16.0,50.0
2025-02-13 10:00:00,2.6797219340364835,9.0,50.0,4.0,16.0,50.0
2025-02-13 11:00:00,2.68024784673686,9.0,50.0,4.0,16.0,50.0
2025-02-13 12:00:00,2.680773409477016,9.0,50.0,4.0,16.0,50.0
2025-02-13 13:00:00,2.681298621986571,9.0,50.0,4.0,16.0,50.0
2025-02-13 14:00:00,2.6818234839953234,9.0,50.0,4.0,16.0,50.0
2025-02-13 15:00:00,2.682347995233253,9.0,50.0,4.0,16.0,50.0
2025-02-13 16:00:00,2.6828721554305206,9.0,50.0,4.0,16.0,50.0
2025-02-13 17:00:00,2.683395964317466,9.0,50.0,4.0,16.0,50.0
2025-02-13 18:00:00,2.6839194216246103,9.0,50.0,4.0,16.0,50.0
2025-02-13 19:00:00,2.6844425270826564,9.0,50.0,4.0,16.0,50.0
2025-02-13 20:00:00,2.6849652804224875,9.0,50.0,4.0,16.0,50.0
2025-02-13 21:00:00,2.685487681375168,9.0,50.0,4.0,16.0,50.0
2025-02-13 22:00:00,2.6860097296719427,9.0,50.0,4.0,16.0,50.0
2025-02-13 23:00:00,2.6865314250442394,9.0,50.0,4.0,16.0,50.0
2025-02-14 00:00:00,2.6870527672236673,9.0,50.0,4.0,16.0,50.0
2025-02-14 01:00:00,2.687573755942015,9.0,50.0,4.0,16.0,50.0
2025-02-14 02:00:00,2.688094390931257,9.0,50.0,4.0,16.0,50.0
2025-02-14 03:00:00,2.6886146719235464,9.0,50.0,4.0,16.0,50.0
2025-02-14 04:00:00,2.689134598651219,9.0,50.0,4.0,16.0,50.0
2025-02-14 05:00:00,2.6896541708467936,9.0,50.0,4.0,16.0,50.0
2025-02-14 06:00:00,2.6901733882429717,9.0,50.0,4.0,16.0,50.0
2025-02-14 07:00:00,2.6906922505726367,9.0,50.0,4.0,16.0,50.0
2025-02-14 08:00:00,2.6912107575688546,9.0,50.0,4.0,16.0,50.0
2025-02-14 09:00:00,2.691728908964874,9.0,50.0,4.0,16.0,50.0
2025-02-14 10:00:00,2.692246704494127,9.0,50.0,4.0,16.0,50.0
2025-02-14 11:00:00,2.692764143890229,9.0,50.0,4.0,16.0,50.0
2025-02-14 12:00:00,2.6932812268869775,9.0,50.0,4.0,16.0,50.0
2025-02-14 13:00:00,2.6937979532183545,9.0,50.0,4.0,16.0,50.0
2025-02-14 14:00:00,2.694314322618525,9.0,50.0,4.0,16.0,50.0
2025-02-14 15:00:00,2.6948303348218374,9.0,50.0,4.0,16.0,50.0
2025-02-14 16:00:00,2.695345989562825,9.0,50.0,4.0,16.0,50.0
2025-02-14 17:00:00,2.695861286576203,9.0,50.0,4.0,16.0,50.0
2025-02-14 18:00:00,2.696376225596872,9.0,50.0,4.0,16.0,50.0
2025-02-14 19:00:00,2.6968908063599173,9.0,50.0,4.0,16.0,50.0
2025-02-14 20:00:00,2.697405028600607,9.0,50.0,4.0,16.0,50.0
2025-02-14 21:00:00,2.6979188920543944,9.0,50.0,4.0,16.0,50.0
2025-02-14 22:00:00,2.698432396456918,9.0,50.0,4.0,16.0,50.0
2025-02-14 23:00:00,2.6989455415439996,9.0,50.0,4.0,16.0,50.0
2025-02-15 00:00:00,2.699458327051647,9.0,50.0,4.0,16.0,50.0
2025-02-15 01:00:00,2.6999707527160526,9.0,50.0,4.0,16.0,50.0
2025-02-15 02:00:00,2.7004828182735943,9.0,50.0,4.0,16.0,50.0
2025-02-15 03:00:00,2.7009945234608344,9.0,50.0,4.0,16.0,50.0
2025-02-15 04:00:00,2.7015058680145216,9.0,50.0,4.0,16.0,50.0
2025-02-15 05:00:00,2.7020168516715892,9.0,50.0,4.0,16.0,50.0
2025-02-15 06:00:00,2.702527474169157,9.0,50.0,4.0,16.0,50.0
2025-02-15 07:00:00,2.70303773524453,9.0,50.0,4.0,16.0,50.0
2025-02-15 08:00:00,2.703547634635199,9.0,50.0,4.0,16.0,50.0
2025-02-15 09:00:00,2.7040571720788416,9.0,50.0,4.0,16.0,50.0
2025-02-15 10:00:00,2.7045663473133215,9.0,50.0,4.0,16.0,50.0
2025-02-15 11:00:00,2.7050751600766882,9.0,50.0,4.0,16.0,50.0
2025-02-15 12:00:00,2.705583610107178,9.0,50.0,4.0,16.0,50.0
2025-02-15 13:00:00,2.706091697143213,9.0,50.0,4.0,16.0,50.0
2025-02-15 14:00:00,2.7065994209234043,9.0,50.0,4.0,16.0,50.0
2025-02-15 15:00:00,2.7071067811865475,9.0,50.0,4.0,16.0,50.0
2025-02-15 16:00:00,2.707613777671626,9.0,50.0,4.0,16.0,50.0
2025-02-15 17:00:00,2.708120410117811,9.0,50.0,4.0,16.0,50.0
2025-02-15 18:00:00,2.7086266782644595,9.0,50.0,4.0,16.0,50.0
2025-02-15 19:00:00,2.709132581851118,9.0,50.0,4.0,16.0,50.0
2025-02-15 20:00:00,2.7096381206175186,9.0,50.0,4.0,16.0,50.0
2025-02-15 21:00:00,2.710143294303582,9.0,50.0,4.0,16.0,50.0
2025-02-15 22:00:00,2.710648102649417,9.0,50.0,4.0,16.0,50.0
2025-02-15 23:00:00,2.71115254539532,9.0,50.0,4.0,16.0,50.0
2025-02-16 00:00:00,2.7116566222817746,9.0,50.0,4.0,16.0,50.0
2025-02-16 01:00:00,2.7121603330494546,9.0,50.0,4.0,16.0,50.0
2025-02-16 02:00:00,2.71266367743922,9.0,50.0,4.0,16.0,50.0
2025-02-16 03:00:00,2.7131666551921207,9.0,50.0,4.0,16.0,50.0
2025-02-16 04:00:00,2.7136692660493953,9.0,50.0,4.0,16.0,50.0
2025-02-16 05:00:00,2.71417150975247,9.0,50.0,4.0,16.0,50.0
2025-02-16 06:00:00,2.714673386042961,9.0,50.0,4.0,16.0,50.0
2025-02-16 07:00:00,2.715174894662673,9.0,50.0,4.0,16.0,50.0
2025-02-16 08:00:00,2.7156760353535994,9.0,50.0,4.0,16.0,50.0
2025-02-16 09:00:00,2.7161768078579245,9.0,50.0,4.0,16.0,50.0
2025-02-16 10:00:00,2.7166772119180203,9.0,50.0,4.0,16.0,50.0
2025-02-16 11:00:00,2.7171772472764486,9.0,50.0,4.0,16.0,50.0
2025-02-16 12:00:00,2.717676913675962,9.0,50.0,4.0,16.0,50.0
2025-02-16 13:00:00,2.718176210859502,9.0,50.0,4.0,16.0,50.0
2025-02-16 14:00:00,2.7186751385702,9.0,50.0,4.0,16.0,50.0
2025-02-16 15:00:00,2.7191736965513775,9.0,50.0,4.0,16.0,50.0
